Demonstrator:,LeCheylas
Site Owner:,EDF
Sensor type:,AcousticEmission
Measurement units:,multiple
Sensor location:,MIV S6
Orientation:,NA
Sensor installed by:,NORCE
Sensor installed on:,01.01.2026
Sensor scaling factor:,NA
Pre-processing performed:,Calculated
Sensor precision:,16 bit
Sensor sampling rate:,=1/1000000
Sensor range:,15kHz-70kHz

Arrival time,Amplitude,Counts,Duration,Energy,Rise counts,Rise Time,RMS(mV),ASL(dB),External Parametrics1,External Parametrics2,External Parametrics3,External Parametrics4,External Parametrics5,Frequency Centroid(kHz),Peak Frequency(kHz),Partial Power1(%),Partial Power2(%),Partial Power3(%),Partial Power4(%),Partial Power5(%),AverageFreq,EchoFreq,InitFreq
23:12:16:27:536 299300,33.4,2142,12000.0,0.0,627,3560.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,800.8,288.1,38.0,9.0,15.0,8.0,5.0,178.5,179.5,176.1
23:12:16:27:548 299300,34.0,2071,12000.0,0.0,816,4753.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,771.5,429.7,40.0,10.0,14.0,8.0,6.0,172.6,173.2,171.7
23:12:16:27:560 299300,33.4,2142,12000.0,0.0,330,1913.0,0.011,18.6,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,752.0,146.5,35.0,11.0,12.0,10.0,4.0,178.5,179.6,172.5
23:12:16:27:572 299300,33.4,2112,12000.0,0.0,147,885.0,0.012,18.8,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,761.7,273.4,43.0,7.0,15.0,8.0,6.0,176.0,176.8,166.1
23:12:16:27:584 299300,34.0,2114,12000.0,0.0,1967,11236.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,776.4,312.5,43.0,8.0,15.0,7.0,6.0,176.2,192.4,175.1
23:12:16:27:596 299300,33.4,2088,12000.0,0.0,748,4379.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,786.1,273.4,41.0,7.0,13.0,9.0,4.0,174.0,175.8,170.8
23:12:16:27:608 299300,35.1,2109,12000.0,0.0,8,56.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,786.1,439.5,34.0,10.0,16.0,9.0,5.0,175.8,175.9,142.9
23:12:16:27:620 299300,34.5,2136,12000.0,0.0,975,5425.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,820.3,273.4,37.0,9.0,16.0,11.0,5.0,178.0,176.6,179.7
23:12:16:27:632 299300,34.0,2104,12000.0,0.0,90,481.0,0.011,18.7,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,820.3,590.8,37.0,14.0,16.0,7.0,5.0,175.3,174.8,187.1
23:12:16:27:644 299300,34.0,2098,12000.0,0.0,874,4913.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,820.3,273.4,38.0,9.0,15.0,9.0,6.0,174.8,172.7,177.9
23:12:16:27:656 299300,32.7,2099,12000.0,0.0,174,995.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,742.2,288.1,41.0,7.0,15.0,8.0,5.0,174.9,174.9,174.9
23:12:16:27:668 299300,32.7,2171,12000.0,0.0,1346,7546.0,0.011,18.7,4294967292.0,7.0,4294967268.0,4294967274.0,0.0,825.2,278.3,39.0,9.0,15.0,8.0,7.0,180.9,185.2,178.4
23:12:16:27:680 299300,34.5,2085,12000.0,0.0,52,262.0,0.012,19.0,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,737.3,273.4,47.0,7.0,14.0,9.0,2.0,173.8,173.2,198.5
23:12:16:27:692 299300,35.1,2046,12000.0,0.0,1494,8777.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,815.4,971.7,34.0,14.0,18.0,12.0,5.0,170.5,171.3,170.2
23:12:16:27:704 299300,32.7,2161,12000.0,0.0,1163,6318.0,0.011,18.6,4294967293.0,7.0,4294967267.0,4294967275.0,0.0,776.4,268.6,41.0,10.0,14.0,10.0,5.0,180.1,175.6,184.1
23:12:16:27:716 299300,32.7,2129,12000.0,0.0,1384,7660.0,0.012,18.8,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,825.2,297.9,34.0,12.0,16.0,9.0,6.0,177.4,171.7,180.7
23:12:16:27:728 299300,32.7,2113,12000.0,0.0,589,3445.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,820.3,424.8,38.0,8.0,17.0,10.0,5.0,176.1,178.1,171.0
23:12:16:27:740 299300,34.5,2149,12000.0,0.0,52,312.0,0.012,18.8,4294967292.0,6.0,4294967268.0,4294967273.0,0.0,795.9,424.8,43.0,7.0,13.0,7.0,6.0,179.1,179.4,166.7
23:12:16:27:752 299300,32.7,2171,12000.0,0.0,350,1967.0,0.011,18.6,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,791.0,434.6,42.0,8.0,15.0,8.0,5.0,180.9,181.5,177.9
23:12:16:27:764 299300,33.4,2108,12000.0,0.0,118,690.0,0.012,18.8,4294967292.0,6.0,4294967267.0,4294967273.0,0.0,742.2,302.7,42.0,12.0,12.0,8.0,4.0,175.7,176.0,171.0
23:12:16:27:776 299300,34.0,2109,12000.0,0.0,1382,7925.0,0.012,18.8,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,791.0,434.6,37.0,12.0,14.0,8.0,5.0,175.8,178.4,174.4
23:12:16:27:788 299300,34.0,2110,12000.0,0.0,315,1738.0,0.012,18.8,4294967292.0,7.0,4294967267.0,4294967274.0,0.0,795.9,283.2,38.0,7.0,16.0,7.0,5.0,175.8,174.9,181.2
23:12:16:27:800 299300,34.5,2099,12000.0,0.0,2057,11744.0,0.012,18.8,4294967293.0,5.0,4294967267.0,4294967275.0,0.0,756.8,278.3,40.0,10.0,12.0,9.0,5.0,174.9,164.1,175.2
23:12:16:27:812 299300,32.7,2092,12000.0,0.0,296,1708.0,0.011,18.7,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,815.4,288.1,34.0,8.0,15.0,8.0,8.0,174.3,174.5,173.3
23:12:16:27:824 299300,33.4,2154,12000.0,0.0,1318,7386.0,0.011,18.6,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,805.7,302.7,39.0,10.0,15.0,9.0,6.0,179.5,181.2,178.4
23:12:16:27:836 299300,34.5,2068,12000.0,0.0,1509,8732.0,0.012,19.0,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,766.6,302.7,42.0,7.0,14.0,8.0,7.0,172.3,171.1,172.8
23:12:16:27:848 299300,33.4,2084,12000.0,0.0,248,1454.0,0.012,18.9,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,742.2,273.4,45.0,8.0,12.0,8.0,5.0,173.7,174.1,170.6
23:12:16:27:860 299300,33.4,2153,12000.0,0.0,1876,10331.0,0.012,18.8,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,825.2,263.7,35.0,8.0,18.0,11.0,5.0,179.4,166.0,181.6
23:12:16:27:872 299300,33.4,2126,12000.0,0.0,1324,7373.0,0.012,18.8,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,810.5,459.0,42.0,10.0,15.0,12.0,4.0,177.2,173.3,179.6
23:12:16:27:884 299300,33.4,2130,12000.0,0.0,513,2873.0,0.011,18.7,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,800.8,273.4,37.0,10.0,16.0,8.0,5.0,177.5,177.2,178.6
23:12:16:27:896 299300,33.4,2107,12000.0,0.0,28,192.0,0.012,18.8,4294967293.0,5.0,4294967268.0,4294967275.0,0.0,712.9,278.3,51.0,6.0,12.0,7.0,6.0,175.6,176.1,145.8
23:12:16:27:908 299300,34.0,2115,12000.0,0.0,289,1737.0,0.012,18.8,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,732.4,278.3,41.0,8.0,15.0,8.0,4.0,176.3,177.9,166.4
23:12:16:27:920 299300,33.4,2116,12000.0,0.0,73,426.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,747.1,273.4,44.0,10.0,12.0,9.0,5.0,176.3,176.5,171.4
23:12:16:27:932 299300,33.4,2101,12000.0,0.0,251,1371.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,781.3,429.7,41.0,9.0,15.0,8.0,5.0,175.1,174.1,183.1
23:12:16:27:944 299300,33.4,2140,12000.0,0.0,119,705.0,0.012,18.7,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,781.3,302.7,42.0,7.0,16.0,6.0,7.0,178.3,178.9,168.8
23:12:16:27:956 299300,34.0,2134,12000.0,0.0,1255,7210.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,791.0,434.6,36.0,10.0,12.0,9.0,5.0,177.8,183.5,174.1
23:12:16:27:968 299300,32.7,2173,12000.0,0.0,522,2837.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,810.5,288.1,35.0,11.0,14.0,8.0,5.0,181.1,180.2,184.0
23:12:16:27:980 299300,33.4,2127,12000.0,0.0,1554,8900.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,791.0,278.3,40.0,10.0,14.0,7.0,5.0,177.3,184.8,174.6
23:12:16:27:992 299300,34.0,2158,12000.0,0.0,1406,7843.0,0.012,18.8,4294967292.0,7.0,4294967267.0,4294967274.0,0.0,810.5,268.6,36.0,10.0,16.0,8.0,7.0,179.8,180.9,179.3
23:12:16:28:004 299200,34.0,2078,12000.0,0.0,1673,9645.0,0.012,19.0,4294967293.0,5.0,4294967268.0,4294967273.0,0.0,737.3,278.3,48.0,7.0,14.0,7.0,5.0,173.2,172.0,173.5
23:12:16:28:016 299200,34.0,2163,12000.0,0.0,1413,7868.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,805.7,278.3,39.0,9.0,12.0,8.0,6.0,180.3,181.5,179.6
23:12:16:28:028 299200,34.0,2151,12000.0,0.0,771,4292.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,810.5,268.6,39.0,10.0,12.0,10.0,5.0,179.3,179.0,179.6
23:12:16:28:040 299200,34.0,2121,12000.0,0.0,775,4416.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,791.0,429.7,35.0,8.0,16.0,8.0,6.0,176.8,177.5,175.5
23:12:16:28:052 299200,34.0,2121,12000.0,0.0,433,2509.0,0.012,18.8,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,747.1,273.4,46.0,8.0,13.0,7.0,4.0,176.8,177.9,172.6
23:12:16:28:064 299200,35.1,2179,12000.0,0.0,1125,6211.0,0.012,18.8,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,752.0,468.8,38.0,9.0,12.0,10.0,3.0,181.6,182.1,181.1
23:12:16:28:076 299200,34.5,2056,12000.0,0.0,1353,8020.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,756.8,278.3,45.0,7.0,13.0,8.0,5.0,171.3,176.6,168.7
23:12:16:28:088 299200,34.0,2114,12000.0,0.0,2066,11704.0,0.012,18.8,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,781.3,263.7,42.0,10.0,13.0,8.0,5.0,176.2,162.2,176.5
23:12:16:28:100 299200,34.0,2091,12000.0,0.0,2025,11595.0,0.011,18.7,4294967293.0,6.0,4294967268.0,4294967273.0,0.0,805.7,288.1,40.0,8.0,13.0,9.0,5.0,174.3,163.0,174.6
23:12:16:28:112 299200,35.6,2109,12000.0,0.0,1796,10188.0,0.012,19.0,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,820.3,429.7,37.0,9.0,14.0,7.0,6.0,175.8,172.7,176.3
23:12:16:28:124 299200,33.4,2089,12000.0,0.0,976,5658.0,0.012,19.1,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,781.3,273.4,42.0,9.0,17.0,6.0,6.0,174.1,175.5,172.5
23:12:16:28:136 299200,34.5,2141,12000.0,0.0,650,3572.0,0.012,18.8,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,786.1,268.6,41.0,10.0,16.0,9.0,4.0,178.4,176.9,182.0
23:12:16:28:148 299200,32.7,2166,12000.0,0.0,1539,8326.0,0.011,18.7,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,795.9,302.7,39.0,10.0,12.0,12.0,5.0,180.5,170.7,184.8
23:12:16:28:160 299200,32.7,2153,12000.0,0.0,1785,10011.0,0.011,18.7,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,781.3,288.1,42.0,8.0,14.0,8.0,6.0,179.4,185.0,178.3
23:12:16:28:172 299200,33.4,2123,12000.0,0.0,1271,7105.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,766.6,273.4,43.0,9.0,13.0,8.0,5.0,176.9,174.1,178.9
23:12:16:28:184 299200,34.0,2098,12000.0,0.0,1483,8339.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,830.1,268.6,36.0,11.0,16.0,8.0,5.0,174.8,168.0,177.8
23:12:16:28:196 299200,33.4,2148,12000.0,0.0,239,1346.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,805.7,429.7,38.0,7.0,16.0,10.0,7.0,179.0,179.2,177.6
23:12:16:28:208 299200,34.5,2128,12000.0,0.0,1478,8437.0,0.012,18.8,4294967292.0,6.0,4294967268.0,4294967273.0,0.0,810.5,273.4,38.0,8.0,13.0,12.0,6.0,177.3,182.4,175.2
23:12:16:28:220 299200,33.4,2101,12000.0,0.0,229,1247.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,776.4,278.3,40.0,8.0,15.0,9.0,5.0,175.1,174.1,183.6
23:12:16:28:232 299200,32.7,2081,12000.0,0.0,260,1531.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,766.6,429.7,44.0,8.0,11.0,9.0,5.0,173.4,173.9,169.8
23:12:16:28:244 299200,33.4,2112,12000.0,0.0,942,5298.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,815.4,449.2,35.0,13.0,15.0,10.0,5.0,176.0,174.6,177.8
23:12:16:28:256 299200,33.4,2129,12000.0,0.0,641,3491.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,825.2,302.7,37.0,10.0,17.0,11.0,5.0,177.4,174.9,183.6
23:12:16:28:268 299200,34.0,2100,12000.0,0.0,118,713.0,0.012,18.9,4294967293.0,5.0,4294967267.0,4294967275.0,0.0,693.4,278.3,51.0,7.0,10.0,8.0,3.0,175.0,175.6,165.5
23:12:16:28:280 299200,34.5,2037,12000.0,0.0,1885,11091.0,0.012,19.1,4294967293.0,5.0,4294967267.0,4294967275.0,0.0,693.4,278.3,49.0,7.0,11.0,8.0,4.0,169.8,167.2,170.0
23:12:16:28:292 299200,32.7,2095,12000.0,0.0,504,2871.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,849.6,419.9,37.0,9.0,14.0,8.0,7.0,174.6,174.3,175.5
23:12:16:28:304 299200,33.4,2067,12000.0,0.0,1248,7237.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,776.4,146.5,40.0,7.0,15.0,10.0,5.0,172.3,172.0,172.4
23:12:16:28:316 299200,34.0,2116,12000.0,0.0,1253,6896.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,771.5,302.7,43.0,9.0,12.0,9.0,5.0,176.3,169.1,181.7
23:12:16:28:328 299200,34.0,2081,12000.0,0.0,1338,7637.0,0.012,19.1,4294967292.0,6.0,4294967266.0,4294967275.0,0.0,752.0,273.4,45.0,7.0,13.0,7.0,6.0,173.4,170.3,175.2
23:12:16:28:340 299200,33.4,2176,12000.0,0.0,519,2770.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,800.8,302.7,42.0,7.0,13.0,7.0,7.0,181.3,179.5,187.4
23:12:16:28:352 299200,32.7,2126,12000.0,0.0,767,4063.0,0.012,18.9,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,844.7,312.5,33.0,12.0,16.0,8.0,5.0,177.2,171.2,188.8
23:12:16:28:364 299200,35.1,2173,12000.0,0.0,1095,6032.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,849.6,263.7,38.0,8.0,16.0,7.0,7.0,181.1,180.6,181.5
23:12:16:28:376 299200,34.5,2144,12000.0,0.0,445,2453.0,0.012,18.7,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,810.5,429.7,38.0,8.0,17.0,8.0,5.0,178.7,178.0,181.4
23:12:16:28:388 299200,34.0,2178,12000.0,0.0,1192,6573.0,0.011,18.6,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,771.5,273.4,40.0,9.0,15.0,8.0,6.0,181.5,181.7,181.3
23:12:16:28:400 299200,32.7,2120,12000.0,0.0,525,3013.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,737.3,273.4,44.0,8.0,13.0,10.0,3.0,176.7,177.5,174.2
23:12:16:28:412 299200,32.7,2107,12000.0,0.0,190,1095.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,771.5,278.3,41.0,10.0,18.0,7.0,6.0,175.6,175.8,173.5
23:12:16:28:424 299200,33.4,2121,12000.0,0.0,569,3218.0,0.012,19.0,4294967292.0,6.0,4294967266.0,4294967274.0,0.0,795.9,273.4,38.0,8.0,14.0,9.0,5.0,176.8,176.7,176.8
23:12:16:28:436 299200,34.5,2102,12000.0,0.0,152,885.0,0.012,18.9,4294967293.0,7.0,4294967267.0,4294967275.0,0.0,737.3,307.6,46.0,8.0,12.0,7.0,5.0,175.2,175.4,171.8
23:12:16:28:448 299200,34.0,2117,12000.0,0.0,2049,11667.0,0.012,18.8,4294967293.0,6.0,4294967266.0,4294967274.0,0.0,800.8,429.7,30.0,10.0,17.0,10.0,5.0,176.4,204.2,175.6
23:12:16:28:460 299200,34.0,2083,12000.0,0.0,828,4934.0,0.012,19.0,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,708.0,278.3,49.0,7.0,12.0,7.0,4.0,173.6,177.6,167.8
23:12:16:28:472 299200,34.0,2156,12000.0,0.0,206,1116.0,0.011,18.7,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,825.2,468.8,34.0,14.0,12.0,13.0,5.0,179.7,179.2,184.6
23:12:16:28:484 299200,33.4,2083,12000.0,0.0,106,642.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,766.6,302.7,41.0,8.0,14.0,7.0,5.0,173.6,174.1,165.1
23:12:16:28:496 299200,33.4,2129,12000.0,0.0,133,697.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,766.6,302.7,43.0,9.0,12.0,7.0,5.0,177.4,176.6,190.8
23:12:16:28:508 299200,34.0,2121,12000.0,0.0,114,671.0,0.012,18.9,4294967293.0,7.0,4294967267.0,4294967275.0,0.0,791.0,307.6,40.0,10.0,14.0,8.0,5.0,176.8,177.2,169.9
23:12:16:28:520 299200,35.1,2091,12000.0,0.0,461,2621.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,810.5,273.4,38.0,9.0,16.0,7.0,6.0,174.3,173.8,175.9
23:12:16:28:532 299200,33.4,2100,12000.0,0.0,181,1093.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,761.7,273.4,43.0,9.0,14.0,7.0,4.0,175.0,175.9,165.6
23:12:16:28:544 299200,35.1,2150,12000.0,0.0,188,1003.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,786.1,273.4,41.0,10.0,12.0,7.0,5.0,179.2,178.4,187.4
23:12:16:28:556 299200,32.7,2094,12000.0,0.0,1379,7901.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,810.5,288.1,39.0,9.0,14.0,12.0,5.0,174.5,174.4,174.5
23:12:16:28:568 299200,34.0,2098,12000.0,0.0,786,4575.0,0.012,18.8,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,756.8,146.5,36.0,8.0,15.0,9.0,4.0,174.8,176.7,171.8
23:12:16:28:580 299200,35.1,2157,12000.0,0.0,1028,5677.0,0.012,18.8,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,825.2,278.3,35.0,10.0,16.0,9.0,6.0,179.8,178.6,181.1
23:12:16:28:592 299200,33.4,2099,12000.0,0.0,1889,10848.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,800.8,434.6,37.0,10.0,16.0,7.0,5.0,174.9,182.3,174.1
23:12:16:28:604 299200,34.0,2119,12000.0,0.0,958,5365.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,752.0,302.7,39.0,8.0,14.0,8.0,5.0,176.6,175.0,178.6
23:12:16:28:616 299200,33.4,2137,12000.0,0.0,464,2589.0,0.012,18.7,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,761.7,273.4,45.0,9.0,13.0,5.0,7.0,178.1,177.8,179.2
23:12:16:28:628 299200,33.4,2104,12000.0,0.0,406,2308.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,761.7,288.1,42.0,10.0,13.0,9.0,5.0,175.3,175.2,175.9
23:12:16:28:640 299200,32.7,2096,12000.0,0.0,341,1875.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,800.8,283.2,41.0,8.0,15.0,10.0,4.0,174.7,173.3,181.9
23:12:16:28:652 299200,34.0,2128,12000.0,0.0,643,3516.0,0.011,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,776.4,278.3,39.0,10.0,11.0,12.0,3.0,177.3,175.0,182.9
23:12:16:28:664 299200,32.7,2186,12000.0,0.0,910,4915.0,0.011,18.7,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,825.2,0.0,34.0,9.0,14.0,10.0,5.0,182.2,180.1,185.1
23:12:16:28:676 299200,34.0,2106,12000.0,0.0,1728,9844.0,0.012,18.8,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,771.5,273.4,40.0,12.0,12.0,10.0,4.0,175.5,175.3,175.5
23:12:16:28:688 299200,34.0,2127,12000.0,0.0,518,2878.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,810.5,434.6,37.0,10.0,13.0,10.0,5.0,177.3,176.4,180.0
23:12:16:28:700 299200,34.0,2078,12000.0,0.0,1268,7213.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,761.7,449.2,41.0,8.0,16.0,6.0,5.0,173.2,169.2,175.8
23:12:16:28:712 299200,33.4,2100,12000.0,0.0,1640,9310.0,0.012,19.0,4294967293.0,7.0,4294967267.0,4294967273.0,0.0,761.7,273.4,43.0,8.0,14.0,8.0,5.0,175.0,171.0,176.2
23:12:16:28:724 299200,33.4,2145,12000.0,0.0,1888,10585.0,0.012,18.8,4294967294.0,6.0,4294967267.0,4294967274.0,0.0,839.8,429.7,36.0,9.0,19.0,6.0,7.0,178.8,181.6,178.4
23:12:16:28:736 299200,34.0,2132,12000.0,0.0,705,3884.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,786.1,273.4,39.0,11.0,16.0,11.0,5.0,177.7,175.8,181.5
23:12:16:28:748 299200,32.0,2131,12000.0,0.0,72,407.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,781.3,429.7,37.0,10.0,16.0,8.0,5.0,177.6,177.6,176.9
23:12:16:28:760 299200,34.5,2077,12000.0,0.0,1392,8035.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,727.5,283.2,45.0,8.0,11.0,8.0,3.0,173.1,172.8,173.2
23:12:16:28:772 299200,33.4,2184,12000.0,0.0,397,2259.0,0.011,18.6,4294967293.0,7.0,4294967267.0,4294967275.0,0.0,805.7,429.7,41.0,8.0,14.0,8.0,6.0,182.0,183.5,175.7
23:12:16:28:784 299200,33.4,2084,12000.0,0.0,217,1188.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,766.6,273.4,40.0,9.0,14.0,10.0,4.0,173.7,172.7,182.7
23:12:16:28:796 299200,32.7,2149,12000.0,0.0,285,1537.0,0.012,18.7,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,810.5,302.7,34.0,10.0,16.0,9.0,5.0,179.1,178.2,185.4
23:12:16:28:808 299200,34.0,2113,12000.0,0.0,1600,9025.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,849.6,429.7,32.0,10.0,15.0,12.0,6.0,176.1,172.4,177.3
23:12:16:28:820 299200,32.7,2119,12000.0,0.0,214,1296.0,0.011,18.7,4294967293.0,6.0,4294967266.0,4294967274.0,0.0,795.9,302.7,39.0,9.0,15.0,8.0,6.0,176.6,178.0,165.1
23:12:16:28:832 299200,33.4,2123,12000.0,0.0,202,1152.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967273.0,0.0,771.5,273.4,39.0,9.0,15.0,6.0,6.0,176.9,177.1,175.3
23:12:16:28:844 299200,33.4,2139,12000.0,0.0,1274,7098.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,727.5,273.4,46.0,9.0,11.0,9.0,4.0,178.3,176.5,179.5
23:12:16:28:856 299200,32.7,2123,12000.0,0.0,1088,6273.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,761.7,278.3,39.0,10.0,14.0,11.0,3.0,176.9,180.7,173.4
23:12:16:28:868 299200,34.0,2105,12000.0,0.0,1125,6381.0,0.012,18.9,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,761.7,463.9,41.0,9.0,13.0,10.0,3.0,175.4,174.4,176.3
23:12:16:28:880 299200,32.7,2146,12000.0,0.0,1120,6317.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,766.6,273.4,39.0,10.0,14.0,10.0,5.0,178.8,180.5,177.3
23:12:16:28:892 299200,33.4,2172,12000.0,0.0,1742,9529.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,810.5,434.6,39.0,10.0,13.0,9.0,5.0,181.0,174.0,182.8
23:12:16:28:904 299200,32.7,2111,12000.0,0.0,50,314.0,0.012,19.1,4294967293.0,7.0,4294967267.0,4294967273.0,0.0,776.4,273.4,39.0,8.0,14.0,8.0,7.0,175.9,176.4,159.2
23:12:16:28:916 299200,32.7,2173,12000.0,0.0,169,979.0,0.011,18.7,4294967293.0,7.0,4294967267.0,4294967275.0,0.0,742.2,273.4,47.0,8.0,12.0,6.0,6.0,181.1,181.8,172.6
23:12:16:28:928 299200,33.4,2048,12000.0,0.0,1217,7138.0,0.012,19.1,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,805.7,273.4,39.0,8.0,13.0,9.0,5.0,170.7,170.9,170.5
23:12:16:28:940 299200,34.0,2135,12000.0,0.0,932,5158.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,835.0,434.6,33.0,8.0,16.0,10.0,6.0,177.9,175.8,180.7
23:12:16:28:952 299200,32.7,2139,12000.0,0.0,28,152.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,781.3,434.6,39.0,8.0,16.0,9.0,6.0,178.3,178.2,184.2
23:12:16:28:964 299200,33.4,2121,12000.0,0.0,791,4461.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,815.4,0.0,37.0,9.0,16.0,7.0,7.0,176.8,176.4,177.3
